 0.0286 0.3501 -1 -1 1 	
 0.2029 0.2940 -1 -1 1 	
 0.2892 0.3245 -1 -1 1 	
 0.0661 0.3447 -1 -1 1 	
 0.2546 0.3511 -1 -1 1 	
 0.3065 0.2902 -1 -1 1 	
 0.2314 0.3750 -1 -1 1 	
 0.0919 0.3020 -1 -1 1 	
 0.3119 0.4180 -1 -1 1 	
 0.1668 0.4048 -1 -1 1 	
 0.2003 0.3830 -1 -1 1 	
 0.1955 0.3895 -1 -1 1 	
 0.0074 0.3355 -1 -1 1 	
 0.1777 0.4005 -1 -1 1 	
 0.2657 0.3069 -1 -1 1 	
 0.1304 0.3796 -1 -1 1 	
 0.1280 0.2882 -1 -1 1 	
 0.1423 0.2754 -1 -1 1 	
 0.3012 0.4213 -1 -1 1 	
 0.0346 0.4863 -1 -1 1 	
 0.1112 0.3878 -1 -1 1 	
 0.3299 0.3179 -1 -1 1 	
 0.0275 0.3527 -1 -1 1 	
 0.2083 0.3519 -1 -1 1 	
 0.1419 0.3461 -1 -1 1 	
 0.3152 0.4116 -1 -1 1 	
 0.0621 0.4809 -1 -1 1 	
 0.2621 0.4699 -1 -1 1 	
 0.0808 0.2789 -1 -1 1 	
 0.2822 0.3360 -1 -1 1 	
 0.2432 0.4453 -1 -1 1 	
 0.0225 0.3960 -1 -1 1 	
 0.0668 0.3497 -1 -1 1 	
 0.1217 0.3589 -1 -1 1 	
 0.0582 0.4598 -1 -1 1 	
 0.1250 0.4452 -1 -1 1 	
 0.1002 0.4154 -1 -1 1 	
 0.1413 0.3635 -1 -1 1 	
 0.0817 0.2495 -1 -1 1 	
 0.1988 0.2924 -1 -1 1 	
 0.1169 0.4868 -1 -1 1 	
 0.1057 0.4888 -1 -1 1 	
 0.1810 0.4122 -1 -1 1 	
 0.0279 0.2908 -1 -1 1 	
 0.3115 0.4115 -1 -1 1 	
 0.0404 0.3324 -1 -1 1 	
 0.0520 0.3947 -1 -1 1 	
 0.3103 0.2804 -1 -1 1 	
 0.1153 0.3499 -1 -1 1 	
 0.0889 0.3557 -1 -1 1 	
 0.0955 0.4826 -1 -1 1 	
 0.2785 0.3524 -1 -1 1 	
 0.3297 0.3509 -1 -1 1 	
 0.0669 0.4758 -1 -1 1 	
 0.3161 0.4706 -1 -1 1 	
 0.2494 0.4988 -1 -1 1 	
 0.3205 0.4007 -1 -1 1 	
 0.1819 0.2698 -1 -1 1 	
 0.0230 0.3571 -1 -1 1 	
 0.0003 0.4405 -1 -1 1 	
 0.2157 0.3153 -1 -1 1 	
 0.3303 0.2927 -1 -1 1 	
 0.0856 0.4406 -1 -1 1 	
 0.3344 0.2993 -1 -1 1 	
 0.0649 0.3379 -1 -1 1 	
 0.2713 0.4001 -1 -1 1 	
 0.2327 0.4788 -1 -1 1 	
 0.1100 0.4621 -1 -1 1 	
 0.0144 0.2521 -1 -1 1 	
 0.2889 0.2705 -1 -1 1 	
 0.0579 0.4370 -1 -1 1 	
 0.0076 0.3647 -1 -1 1 	
 0.0488 0.2499 -1 -1 1 	
 0.1480 0.4444 -1 -1 1 	
 0.1431 0.4552 -1 -1 1 	
 0.1418 0.3755 -1 -1 1 	
 0.3302 0.3169 -1 -1 1 	
 0.2840 0.4348 -1 -1 1 	
 0.0310 0.3159 -1 -1 1 	
 0.2063 0.2921 -1 -1 1 	
 0.2254 0.4303 -1 -1 1 	
 0.1869 0.4253 -1 -1 1 	
 0.0698 0.3070 -1 -1 1 	
 0.1980 0.2864 -1 -1 1 	
 0.2525 0.3655 -1 -1 1 	
 0.2352 0.3846 -1 -1 1 	
 0.2380 0.3836 -1 -1 1 	
 0.0832 0.4620 -1 -1 1 	
 0.1188 0.4558 -1 -1 1 	
 0.1667 0.4694 -1 -1 1 	
 0.1402 0.3009 -1 -1 1 	
 0.2795 0.3927 -1 -1 1 	
 0.0358 0.3616 -1 -1 1 	
 0.1130 0.4982 -1 -1 1 	
 0.0408 0.4387 -1 -1 1 	
 0.0695 0.3157 -1 -1 1 	
 0.1091 0.3209 -1 -1 1 	
 0.1189 0.3542 -1 -1 1 	
 0.1913 0.3430 -1 -1 1 	
 0.3181 0.3305 -1 -1 1 	
 0.1052 0.3163 -1 -1 1 	
 0.0854 0.4995 -1 -1 1 	
 0.0829 0.4142 -1 -1 1 	
 0.1948 0.3999 -1 -1 1 	
 0.1934 0.4875 -1 -1 1 	
 0.3227 0.2893 -1 -1 1 	
 0.2462 0.4027 -1 -1 1 	
 0.0634 0.3135 -1 -1 1 	
 0.2659 0.2961 -1 -1 1 	
 0.3080 0.3426 -1 -1 1 	
 0.2445 0.4233 -1 -1 1 	
 0.0844 0.2553 -1 -1 1 	
 0.1106 0.2922 -1 -1 1 	
 0.2764 0.4009 -1 -1 1 	
 0.1875 0.3241 -1 -1 1 	
 0.1038 0.2646 -1 -1 1 	
 0.3351 0.2796 -1 -1 1 	
 0.3504 0.3365 -1 -1 1 	
 0.2149 0.3471 -1 -1 1 	
 0.3558 0.2865 -1 -1 1 	
 0.1513 0.3022 -1 -1 1 	
 0.2898 0.3630 -1 -1 1 	
 0.3323 0.3677 -1 -1 1 	
 0.1487 0.3291 -1 -1 1 	
 0.3067 0.2972 -1 -1 1 	
 0.0154 0.4439 -1 -1 1 	
 0.0429 0.4225 -1 -1 1 	
 0.1832 0.3296 -1 -1 1 	
 0.2423 0.3765 -1 -1 1 	
 0.1963 0.3895 -1 -1 1 	
 0.2777 0.2591 -1 -1 1 	
 0.2646 0.4024 -1 -1 1 	
 0.3299 0.3023 -1 -1 1 	
 0.1742 0.3586 -1 -1 1 	
 0.0499 0.3418 -1 -1 1 	
 0.1047 0.4800 -1 -1 1 	
 0.2818 0.4947 -1 -1 1 	
 0.2898 0.3956 -1 -1 1 	
 0.0590 0.4798 -1 -1 1 	
 0.0711 0.4482 -1 -1 1 	
 0.1550 0.4053 -1 -1 1 	
 0.1101 0.4428 -1 -1 1 	
 0.3348 0.3697 -1 -1 1 	
 0.3339 0.4136 -1 -1 1 	
 0.2192 0.3644 -1 -1 1 	
 0.2333 0.4610 -1 -1 1 	
 0.0228 0.3276 -1 -1 1 	
 0.0923 0.3814 -1 -1 1 	
 0.1916 0.4477 -1 -1 1 	
 0.3110 0.2537 -1 -1 1 	
 0.1338 0.2526 -1 -1 1 	
 0.1069 0.3989 -1 -1 1 	
 0.1843 0.3771 -1 -1 1 	
 0.3117 0.3052 -1 -1 1 	
 0.2082 0.3359 -1 -1 1 	
 0.0004 0.4624 -1 -1 1 	
 0.0093 0.4364 -1 -1 1 	
 0.2536 0.4473 -1 -1 1 	
 0.2449 0.4686 -1 -1 1 	
 0.0212 0.3422 -1 -1 1 	
 0.0987 0.4365 -1 -1 1 	
 0.1298 0.4725 -1 -1 1 	
 0.0835 0.4495 -1 -1 1 	
 0.3257 0.4261 -1 -1 1 	
 0.0586 0.4393 -1 -1 1 	
 0.2676 0.3801 -1 -1 1 	
 0.0241 0.3178 -1 -1 1 	
 0.0040 0.3740 -1 -1 1 	
 0.0874 0.3224 -1 -1 1 	
 0.0343 0.4425 -1 -1 1 	
 0.2971 0.4318 -1 -1 1 	
 0.0235 0.2929 -1 -1 1 	
 0.1204 0.4220 -1 -1 1 	
 0.1931 0.2529 -1 -1 1 	
 0.0637 0.4972 -1 -1 1 	
 0.2677 0.4313 -1 -1 1 	
 0.2015 0.3028 -1 -1 1 	
 0.1975 0.4740 -1 -1 1 	
 0.2804 0.4399 -1 -1 1 	
 0 		0.3168 -1 -1 1 	
 0.0088 0.3680 -1 -1 1 	
 0.2239 0.3003 -1 -1 1 	
 0.2337 0.2696 -1 -1 1 	
 0.1599 0.3216 -1 -1 1 	
 0.0915 0.2968 -1 -1 1 	
 0.0538 0.3107 -1 -1 1 	
 0.3074 0.3157 -1 -1 1 	
 0.2495 0.2778 -1 -1 1 	
 0.1284 0.4490 -1 -1 1 	
 0.0878 0.3195 -1 -1 1 	
 0.1426 0.3103 -1 -1 1 	
 0.0119 0.4967 -1 -1 1 	
 0.1002 0.4802 -1 -1 1 	
 0.0725 0.3300 -1 -1 1 	
 0.2930 0.4291 -1 -1 1 	
 0.3196 0.3664 -1 -1 1 	
 0.0206 0.2745 -1 -1 1 	
 0.1841 0.4590 -1 -1 1 	
 0.1241 0.3932 -1 -1 1 	
 0.2537 0.4161 -1 -1 1 	
 0.8363 0.1488 -1 1 -1  	
 0.9151 0.1596 -1 1 -1  	
 0.9001 0.1758 -1 1 -1  	
 0.7372 0.1949 -1 1 -1  	
 0.9737 0.1260 -1 1 -1  	
 0.8214 0.0529 -1 1 -1  	
 0.8109 0.1864 -1 1 -1  	
 0.8119 0.0165 -1 1 -1  	
 0.8695 0.0042 -1 1 -1  	
 0.7887 0.1463 -1 1 -1  	
 0.9320 0.0224 -1 1 -1  	
 0.9691 0.2319 -1 1 -1  	
 0.9959 0.2310 -1 1 -1  	
 0.7430 0.0475 -1 1 -1  	
 0.7820 0.2325 -1 1 -1  	
 0.7909 0.1675 -1 1 -1  	
 0.9602 0.1894 -1 1 -1  	
 0.8662 0.2156 -1 1 -1  	
 0.6942 0.1340 -1 1 -1  	
 0.6858 0.1818 -1 1 -1  	
 0.7202 0.1389 -1 1 -1  	
 0.6710 0.0106 -1 1 -1  	
 0.9138 0.0004 -1 1 -1  	
 0.9288 0.0967 -1 1 -1  	
 0.6926 0.1083 -1 1 -1  	
 0.9017 0.0740 -1 1 -1  	
 0.8032 0.0317 -1 1 -1  	
 0.8988 0.1652 -1 1 -1  	
 0.8660 0.1120 -1 1 -1  	
 0.8258 0.0336 -1 1 -1  	
 0.8670 0.0761 -1 1 -1  	
 0.6503 0.1732 -1 1 -1  	
 0.7349 0.0108 -1 1 -1  	
 0.7258 0.0758 -1 1 -1  	
 0.7549 0.0649 -1 1 -1  	
 0.8402 0.0219 -1 1 -1  	
 0.9142 0.2355 -1 1 -1  	
 0.8521 0.1298 -1 1 -1  	
 0.9881 0.2217 -1 1 -1  	
 0.7915 0.0550 -1 1 -1  	
 0.7466 0.1511 -1 1 -1  	
 0.9655 0.2377 -1 1 -1  	
 0.9805 0.2483 -1 1 -1  	
 0.9339 0.1802 -1 1 -1  	
 0.8150 0.0305 -1 1 -1  	
 0.7810 0 	   -1 1 -1  	
 0.7662 0.2034 -1 1 -1  	
 0.7848 0.2393 -1 1 -1  	
 0.9159 0.1626 -1 1 -1  	
 1 	    0.1906 -1 1 -1  	
 0.7408 0.1065 -1 1 -1  	
 0.7765 0.0318 -1 1 -1  	
 0.7135 0.1301 -1 1 -1  	
 0.8312 0.1574 -1 1 -1  	
 0.7446 0.2194 -1 1 -1  	
 0.8929 0.1137 -1 1 -1  	
 0.7301 0.0574 -1 1 -1  	
 0.8900 0.0066 -1 1 -1  	
 0.9218 0.1355 -1 1 -1  	
 0.9185 0.0742 -1 1 -1  	
 0.8454 0.0979 -1 1 -1  	
 0.7365 0.1431 -1 1 -1  	
 0.7293 0.1604 -1 1 -1  	
 0.7416 0.2170 -1 1 -1  	
 0.8397 0.1515 -1 1 -1  	
